review_id,product_category,product_name,review_text,star_rating,review_date,verified_purchase,text_for_topics,text_for_sentiment,extractive_summary,abstractive_summary
3990,Bedroom Furniture,WoodCraft Bed Frame Queen,Outstanding product. The WoodCraft Bed Frame Queen has made my daily routine so much easier. Thank you!,5,2024-03-11,True,outstanding product woodcraft bed frame queen daily routine easy thank,outstanding product . the woodcraft bed frame queen has made my daily routine so much easier . thank you !,The WoodCraft Bed Frame Queen has made my daily routine so much easier.,Outstanding product. The WoodCraft Bed Frame Queen has made my daily routine so much easier. Thank you!
3991,Bedroom Furniture,CloudPillow Set (2-pack),I wanted to love this but the CloudPillow Set (2-pack) died in week one. Warranty claim was denied. !!!!!!,1,2023-01-12,True,want love cloudpillow set 2 pack die week warranty claim deny,i wanted to love this but the cloudpillow set ( 2 - pack ) died in week one . warranty claim was denied . ! ! ! ! ! !,I wanted to love this but the CloudPillow Set (2-pack) died in week one.,I wanted to love this but the CloudPillow Set (2-pack) died in week one. Warranty claim was denied. !!!!!!
3992,Living Room,CozySofa L-Shape Sectional,"Five stars. The CozySofa L-Shape Sectional is well built, easy to set up, and my whole family loves it. !!!!!!",5,2023-07-15,True,star cozysofa l shape sectional build easy set family love,"five stars . the cozysofa l - shape sectional is well built , easy to set up , and my whole family loves it . ! ! ! ! ! !","The CozySofa L-Shape Sectional is well built, easy to set up, and my whole family loves it. !!!!!!","Five stars. The CozySofa L-Shape Sectional is well built, easy to set up, and my whole family loves it. !!!!!!"
3993,Bedroom Furniture,DreamRest Memory Foam Mattress,"The DreamRest Memory Foam Mattress is easy to clean, quiet during operation, and looks great. 5 stars!",4,2023-08-16,False,dreamr memory foam mattress easy clean quiet operation look great 5 star,"the dreamrest memory foam mattress is easy to clean , quiet during operation , and looks great . 5 stars !","The DreamRest Memory Foam Mattress is easy to clean, quiet during operation, and looks great.","The DreamRest Memory Foam Mattress is easy to clean, quiet during operation, and looks great. 5 stars!"
3994,Bathroom,AromaSpa Diffuser,The AromaSpa Diffuser overheated and stopped working after 3 uses. Safety hazard. 1 star.,1,2024-08-05,True,aromaspa diffuser overheat stop work 3 us safety hazard 1 star,the aromaspa diffuser overheated and stopped working after 3 uses . safety hazard . 1 star .,The AromaSpa Diffuser overheated and stopped working after 3 uses.,The AromaSpa Diffuser overheated and stopped working after 3 uses. Safety hazard. 1 star.
3995,Bathroom,AquaFlow Rainfall Showerhead,Absolutely love my AquaFlow Rainfall Showerhead! Works perfectly and arrived on time. Would buy again. !!!!!!,4,2024-10-02,True,absolutely love aquaflow rainfall showerhead work perfectly arrive time buy,absolutely love my aquaflow rainfall showerhead ! works perfectly and arrived on time . would buy again . ! ! ! ! ! !,Absolutely love my AquaFlow Rainfall Showerhead!,Absolutely love my AquaFlow Rainfall Showerhead! Works perfectly and arrived on time. Would buy again. !!!!!!
3996,Living Room,AirPurifier ProMax,Best purchase I made this year. The AirPurifier ProMax works exactly as advertised. Very happy. https://fakeurl.com/ref123,4,2024-11-20,True,good purchase year airpurifier promax work exactly advertise happy,best purchase i made this year . the airpurifier promax works exactly as advertised . very happy .,The AirPurifier ProMax works exactly as advertised.,Best purchase I made this year. The AirPurifier ProMax works exactly as advertised. Very happy. https://fakeurl.com/ref123
3997,Bathroom,SoftTouch Luxury Towel Set,<p>Best purchase I made this year. The SoftTouch Luxury Towel Set works exactly as advertised. Very happy.</p>,5,2023-11-16,True,good purchase year softtouch luxury towel set work exactly advertise happy,best purchase i made this year . the softtouch luxury towel set works exactly as advertised . very happy .,<p>Best purchase I made this year.,<p>Best purchase I made this year. The SoftTouch Luxury Towel Set works exactly as advertised. Very happy.</p>
3998,Living Room,SoundBar X200 Bluetooth,Solid quality and great value. The SoundBar X200 Bluetooth feels premium and performs even better.,5,2024-02-18,False,solid quality great value soundbar x200 bluetooth feel premium perform well,solid quality and great value . the soundbar x200 bluetooth feels premium and performs even better .,The SoundBar X200 Bluetooth feels premium and performs even better.,Solid quality and great value. The SoundBar X200 Bluetooth feels premium and performs even better.
3999,Bathroom,MirrorPro LED Vanity Mirror,Decent product for the price. The MirrorPro LED Vanity Mirror has some quirks but generally works fine.,3,2023-12-05,True,decent product price mirrorpro lead vanity mirror quirk generally work fine,decent product for the price . the mirrorpro led vanity mirror has some quirks but generally works fine .,The MirrorPro LED Vanity Mirror has some quirks but generally works fine.,Decent product for the price. The MirrorPro LED Vanity Mirror has some quirks but generally works fine.
4000,Bathroom,SoftTouch Luxury Towel Set,Absolutely love my SoftTouch Luxury Towel Set! Works perfectly and arrived on time. Would buy again.,5,2024-06-18,True,absolutely love softtouch luxury towel set work perfectly arrive time buy,absolutely love my softtouch luxury towel set ! works perfectly and arrived on time . would buy again .,Absolutely love my SoftTouch Luxury Towel Set!,Absolutely love my SoftTouch Luxury Towel Set! Works perfectly and arrived on time. Would buy again.
4001,Kitchen Appliances,SteamKing Rice Cooker,Great product. The SteamKing Rice Cooker exceeded my expectations in every way. Highly recommend!,5,2023-02-06,True,great product steamking rice cooker exceed expectation way highly recommend,great product . the steamking rice cooker exceeded my expectations in every way . highly recommend !,The SteamKing Rice Cooker exceeded my expectations in every way.,Great product. The SteamKing Rice Cooker exceeded my expectations in every way. Highly recommend!
4002,Bathroom,AquaFlow Rainfall Showerhead,Terrible quality. My AquaFlow Rainfall Showerhead broke after just 2 weeks of normal use!!!,2,2024-05-04,True,terrible quality aquaflow rainfall showerhead break 2 week normal use,terrible quality . my aquaflow rainfall showerhead broke after just 2 weeks of normal use ! ! !,My AquaFlow Rainfall Showerhead broke after just 2 weeks of normal use!!!,Terrible quality. My AquaFlow Rainfall Showerhead broke after just 2 weeks of normal use!!!
4003,Kitchen Appliances,TurboBlend Pro 5000,Delivery took 3 weeks and the TurboBlend Pro 5000 box was crushed. Product inside was okay though.,2,2023-10-31,True,delivery take 3 week turboblend pro 5000 box crush product inside okay,delivery took 3 weeks and the turboblend pro 5000 box was crushed . product inside was okay though .,Delivery took 3 weeks and the TurboBlend Pro 5000 box was crushed.,Delivery took 3 weeks and the TurboBlend Pro 5000 box was crushed. Product inside was okay though.
4004,Bedroom Furniture,NightOwl LED Bedside Lamp,"Five stars. The NightOwl LED Bedside Lamp is well built, easy to set up, and my whole family loves it.",5,2023-10-21,True,star nightowl lead bedside lamp build easy set family love,"five stars . the nightowl led bedside lamp is well built , easy to set up , and my whole family loves it .","The NightOwl LED Bedside Lamp is well built, easy to set up, and my whole family loves it.","Five stars. The NightOwl LED Bedside Lamp is well built, easy to set up, and my whole family loves it."
4005,Bedroom Furniture,WoodCraft Bed Frame Queen,Delivery took 3 weeks and the WoodCraft Bed Frame Queen box was crushed. Product inside was okay though.,3,2023-10-22,True,delivery take 3 week woodcraft bed frame queen box crush product inside okay,delivery took 3 weeks and the woodcraft bed frame queen box was crushed . product inside was okay though .,Delivery took 3 weeks and the WoodCraft Bed Frame Queen box was crushed.,Delivery took 3 weeks and the WoodCraft Bed Frame Queen box was crushed. Product inside was okay though.
4006,Kitchen Appliances,CrispAir Fryer XL,The CrispAir Fryer XL itself is fine but the packaging was completely destroyed on arrival.,2,2023-10-30,True,crispair fryer xl fine packaging completely destroy arrival,the crispair fryer xl itself is fine but the packaging was completely destroyed on arrival .,The CrispAir Fryer XL itself is fine but the packaging was completely destroyed on arrival.,The CrispAir Fryer XL itself is fine but the packaging was completely destroyed on arrival.
4007,Living Room,SmartTV 55in 4K UHD,My SmartTV 55in 4K UHD arrived well packaged and started working immediately. No issues at all.,5,2023-02-21,True,smarttv 55 4k uhd arrive package start work immediately issue,my smarttv 55 in 4k uhd arrived well packaged and started working immediately . no issues at all .,My SmartTV 55in 4K UHD arrived well packaged and started working immediately.,My SmartTV 55in 4K UHD arrived well packaged and started working immediately. No issues at all.
4008,Living Room,SoundBar X200 Bluetooth,"The SoundBar X200 Bluetooth is easy to clean, quiet during operation, and looks great. 5 stars!",5,2024-11-16,False,soundbar x200 bluetooth easy clean quiet operation look great 5 star,"the soundbar x200 bluetooth is easy to clean , quiet during operation , and looks great . 5 stars !","The SoundBar X200 Bluetooth is easy to clean, quiet during operation, and looks great.","The SoundBar X200 Bluetooth is easy to clean, quiet during operation, and looks great. 5 stars!"
4009,Bedroom Furniture,CloudPillow Set (2-pack),Absolutely love my CloudPillow Set (2-pack)! Works perfectly and arrived on time. Would buy again.,5,2023-01-20,True,absolutely love cloudpillow set 2 pack work perfectly arrive time buy,absolutely love my cloudpillow set ( 2 - pack ) ! works perfectly and arrived on time . would buy again .,Absolutely love my CloudPillow Set (2-pack)!,Absolutely love my CloudPillow Set (2-pack)! Works perfectly and arrived on time. Would buy again.
4010,Living Room,AirPurifier ProMax,<p>The AirPurifier ProMax overheated and stopped working after 3 uses. Safety hazard. 1 star.</p>,1,2024-06-01,True,airpurifier promax overheat stop work 3 us safety hazard 1 star,the airpurifier promax overheated and stopped working after 3 uses . safety hazard . 1 star .,<p>The AirPurifier ProMax overheated and stopped working after 3 uses.,<p>The AirPurifier ProMax overheated and stopped working after 3 uses. Safety hazard. 1 star.</p>
4011,Bathroom,AromaSpa Diffuser,"Five stars. The AromaSpa Diffuser is well built, easy to set up, and my whole family loves it. !!!!!!",4,2024-03-12,True,star aromaspa diffuser build easy set family love,"five stars . the aromaspa diffuser is well built , easy to set up , and my whole family loves it . ! ! ! ! ! !","The AromaSpa Diffuser is well built, easy to set up, and my whole family loves it. !!!!!!","Five stars. The AromaSpa Diffuser is well built, easy to set up, and my whole family loves it. !!!!!!"
